eve_37ext_ru	0.142676	0.137342	0.132246	0.125248	0.119423	0.115848	0.113835	0.110943	0.111327	0.108418	0.10811	0.108046	0.107763	0.109446	0.111779	0.116861	0.116648	0.127013	0.128427	0.132273	0.13492	0.144826	0.153199	0.15602	0.170069	0.174776	0.187641	0.208994	0.211725	0.211542	0.210006	0.220004	0.228791	0.238431	0.236273	0.24814	0.248156	0.248436	0.257859	0.258376	0.260875	0.261623	0.262639	0.262048	0.262587	0.256327	0.267298	0.271516	0.274711	0.280459	0.273348	0.270232	0.276713	0.274349	0.283859	0.283357	0.288098	0.29067	0.30562	0.312435
eve_stripe2_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
eve_stripe2	0.151539	0.146909	0.143126	0.137389	0.13264	0.128707	0.125929	0.122345	0.120063	0.115893	0.113915	0.110931	0.108693	0.107109	0.105457	0.104901	0.102318	0.103959	0.101886	0.100254	0.0987296	0.0987622	0.0978821	0.0964884	0.0969062	0.095309	0.0953698	0.0973533	0.0961876	0.0941192	0.0921098	0.0919757	0.0919581	0.0914861	0.0896508	0.0899007	0.0885439	0.0876719	0.0877884	0.0862405	0.0856958	0.0847433	0.0840832	0.0828797	0.0824498	0.0810075	0.0814863	0.0811434	0.0807636	0.0809889	0.0795077	0.0788757	0.0793451	0.078476	0.0791853	0.0791397	0.0796335	0.0798866	0.0813826	0.0820236
eve_stripe4_6_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0
eve_stripe4_6	0.191761	0.18921	0.187098	0.18399	0.18144	0.179516	0.178249	0.176598	0.175931	0.174187	0.173583	0.172771	0.172152	0.172091	0.17219	0.173108	0.172561	0.174973	0.174895	0.17542	0.175749	0.17778	0.179377	0.17987	0.182813	0.183802	0.186569	0.191062	0.191891	0.192085	0.191949	0.194098	0.195943	0.197908	0.197578	0.199923	0.199971	0.20008	0.201904	0.202037	0.202547	0.202703	0.202904	0.202813	0.202919	0.201745	0.203834	0.204639	0.205245	0.206306	0.204998	0.204412	0.205615	0.20515	0.206731	0.206361	0.206851	0.206843	0.208962	0.209678
eve_stripe5_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0
eve_stripe5	0.0775378	0.0756496	0.0742097	0.0720298	0.0702788	0.0687759	0.0677045	0.0663744	0.0654271	0.0639394	0.0632072	0.0621104	0.061324	0.0607273	0.0601197	0.0598397	0.0590357	0.0594235	0.0588109	0.0583412	0.0579372	0.057996	0.0578283	0.0575334	0.0577547	0.05741	0.0575099	0.0581353	0.0578659	0.0573735	0.0568977	0.0569789	0.0570823	0.0571014	0.0566865	0.0569006	0.0566193	0.0564474	0.0566094	0.0563096	0.0562475	0.0560793	0.0559744	0.0557431	0.0556761	0.0553012	0.0555928	0.0556123	0.0556069	0.0557556	0.0553621	0.0551913	0.0553981	0.0551958	0.0554778	0.055429	0.0555727	0.0556393	0.0561644	0.0564034
ftz_+3_GT	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	0.89	0.67	0.33	0.11	0	0	0
ftz_+3	0.191969	0.183215	0.175662	0.164885	0.156113	0.149898	0.145958	0.140738	0.13913	0.133581	0.131789	0.129414	0.12749	0.127537	0.128	0.131251	0.12916	0.137782	0.137211	0.138656	0.139321	0.146074	0.150868	0.151388	0.160383	0.161375	0.168635	0.182521	0.182294	0.179608	0.176356	0.181548	0.186228	0.190973	0.187908	0.194822	0.193679	0.193302	0.199171	0.198662	0.200274	0.20065	0.201269	0.200268	0.200529	0.195809	0.202711	0.204901	0.206415	0.209935	0.204422	0.201994	0.206135	0.20401	0.210459	0.210562	0.21439	0.21689	0.227961	0.233377
gt_(-10)_GT	1	1	1	0.89	0.67	0.33	0.11	0.11	0.33	0.67	0.89	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gt_(-10)	0.750321	0.714517	0.686401	0.642889	0.607036	0.575331	0.552254	0.523403	0.501759	0.46866	0.451763	0.426101	0.407722	0.392771	0.377096	0.367629	0.348487	0.351962	0.336319	0.3227	0.311342	0.306954	0.298014	0.289375	0.287051	0.276353	0.271924	0.275769	0.267197	0.254397	0.242879	0.238463	0.235401	0.229728	0.220094	0.218023	0.210632	0.20569	0.203717	0.195582	0.192068	0.187144	0.183744	0.178433	0.176417	0.171151	0.171715	0.169803	0.167911	0.168195	0.163068	0.160915	0.162083	0.158928	0.160837	0.1609	0.162653	0.163821	0.168847	0.171322
gt_(-1)_GT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	0.89
gt_(-1)	0.383965	0.374258	0.365958	0.354055	0.344323	0.337406	0.333041	0.327269	0.325678	0.319695	0.317957	0.315806	0.314066	0.314713	0.316066	0.320808	0.319318	0.3303	0.330735	0.333808	0.335814	0.345346	0.353037	0.355456	0.369081	0.373669	0.386363	0.40692	0.409872	0.40974	0.408187	0.417174	0.424963	0.433397	0.431348	0.441882	0.441954	0.442335	0.450907	0.451718	0.454259	0.45532	0.456535	0.456292	0.45694	0.451509	0.461385	0.465212	0.468089	0.473145	0.466899	0.464109	0.46982	0.467851	0.476488	0.476275	0.480721	0.483154	0.496328	0.502087
gt_(-3)_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	0.89
gt_(-3)	0.202075	0.197432	0.193316	0.187341	0.182349	0.178765	0.176465	0.173355	0.172408	0.16897	0.167834	0.166278	0.164986	0.164925	0.165105	0.16708	0.165592	0.171023	0.170497	0.171211	0.171472	0.175543	0.178327	0.178748	0.184555	0.185605	0.190629	0.199819	0.200133	0.198413	0.196109	0.198893	0.20132	0.20332	0.200496	0.203691	0.201837	0.200617	0.202811	0.200539	0.200132	0.198708	0.19781	0.195725	0.195071	0.191421	0.194176	0.194178	0.193866	0.195041	0.190947	0.189097	0.190909	0.188822	0.191578	0.191346	0.192994	0.193803	0.198846	0.20101
h_15_ru_GT	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0
h_15_ru	0.338045	0.320675	0.306349	0.285238	0.268061	0.254725	0.245738	0.234207	0.228243	0.215605	0.21036	0.202791	0.197105	0.19424	0.191662	0.193322	0.187146	0.197044	0.193017	0.19145	0.189459	0.195066	0.197501	0.195619	0.203693	0.201874	0.208097	0.223233	0.221581	0.216276	0.210476	0.214901	0.219025	0.222407	0.216959	0.223416	0.220365	0.218949	0.224491	0.221932	0.222967	0.222251	0.222085	0.21945	0.219152	0.212804	0.219549	0.220849	0.221479	0.22485	0.217591	0.214427	0.218721	0.215299	0.221536	0.220949	0.224233	0.225784	0.236479	0.241072
h_6_ru_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	0.89	0.67	0.33	0.11	0	0
h_6_ru	0.137305	0.133373	0.129937	0.124963	0.120839	0.11793	0.116072	0.113516	0.112803	0.11009	0.109295	0.108192	0.107279	0.107289	0.107599	0.10935	0.108354	0.112678	0.112372	0.113102	0.113454	0.116775	0.119235	0.119796	0.124662	0.125936	0.130323	0.137792	0.13851	0.137828	0.136661	0.139457	0.141887	0.144251	0.142815	0.145978	0.145226	0.144787	0.147059	0.146228	0.146464	0.146102	0.145989	0.145243	0.145204	0.143021	0.146066	0.147086	0.147891	0.149637	0.147359	0.146434	0.148415	0.147488	0.150147	0.149904	0.15117	0.151744	0.155902	0.157651
hb_anterior_actv_GT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hb_anterior_actv	0.581182	0.566037	0.553261	0.534133	0.5182	0.505519	0.496779	0.485389	0.479114	0.46593	0.460089	0.451393	0.444737	0.44086	0.436934	0.437214	0.429426	0.438234	0.432629	0.429171	0.425682	0.429471	0.429693	0.426732	0.432227	0.428372	0.431124	0.441484	0.437149	0.429165	0.421352	0.42187	0.422704	0.421942	0.414685	0.416764	0.411527	0.408018	0.409184	0.403123	0.400995	0.397192	0.394621	0.389997	0.388373	0.382339	0.385284	0.384474	0.383415	0.384842	0.378632	0.375965	0.378371	0.37496	0.378768	0.378849	0.381614	0.383429	0.391305	0.395125
hb_centr_&_post_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hb_centr_&_post	0.187072	0.182949	0.179342	0.174274	0.1701	0.167108	0.165216	0.162712	0.162009	0.15941	0.158641	0.157715	0.156973	0.157274	0.15787	0.159926	0.159278	0.163994	0.164156	0.165436	0.16622	0.170195	0.173393	0.174279	0.179949	0.181819	0.187194	0.195929	0.197297	0.197467	0.197025	0.201085	0.204588	0.208424	0.207712	0.212337	0.212456	0.212649	0.216339	0.216791	0.217953	0.218578	0.219282	0.21941	0.219867	0.217723	0.222148	0.223986	0.225419	0.227767	0.225254	0.224165	0.226752	0.226009	0.229802	0.229687	0.231544	0.232484	0.238019	0.240358
h_stripe34_rev_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	0.89	0.67	0.33	0.11	0.11	0.33	0.67	0.89	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
h_stripe34_rev	0.176819	0.173408	0.170649	0.166645	0.163405	0.160968	0.159371	0.157333	0.156482	0.154363	0.153631	0.152661	0.151932	0.151871	0.152013	0.153152	0.152584	0.155521	0.155511	0.156226	0.156689	0.159155	0.161152	0.161876	0.165809	0.167566	0.171882	0.17871	0.180785	0.181847	0.182203	0.185648	0.188536	0.191604	0.191354	0.194853	0.195055	0.195314	0.198013	0.19833	0.199138	0.199444	0.199793	0.199742	0.199915	0.198264	0.201272	0.202425	0.203285	0.204783	0.202905	0.202049	0.203771	0.203122	0.205308	0.204592	0.204981	0.204439	0.206702	0.206925
kni_(+1)_GT	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0
kni_(+1)	0.65232	0.629976	0.611995	0.585216	0.563389	0.545851	0.533738	0.518262	0.509226	0.491936	0.484317	0.473017	0.464608	0.459482	0.454627	0.455104	0.446145	0.457051	0.450859	0.447551	0.444182	0.449914	0.45196	0.450046	0.4604	0.459741	0.469099	0.48964	0.489506	0.483889	0.47709	0.482695	0.487762	0.491405	0.483779	0.490808	0.485698	0.482463	0.487328	0.481443	0.480342	0.476823	0.474653	0.46987	0.468498	0.460154	0.467473	0.468471	0.468848	0.472667	0.463894	0.460137	0.465154	0.460819	0.467637	0.466382	0.469295	0.469778	0.480324	0.483797
kni_(-5)_GT	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kni_(-5)	0.292099	0.279575	0.269481	0.254511	0.242362	0.23265	0.225969	0.217458	0.212513	0.203074	0.198918	0.192771	0.188219	0.185435	0.182764	0.182875	0.177999	0.183588	0.180181	0.178279	0.176385	0.179235	0.180084	0.178875	0.18362	0.182477	0.185963	0.194657	0.19308	0.188961	0.184667	0.186184	0.187659	0.188261	0.183885	0.186065	0.182834	0.180573	0.181669	0.177941	0.176699	0.17455	0.173194	0.170725	0.170008	0.166391	0.169319	0.169716	0.170016	0.171939	0.168475	0.167181	0.169585	0.167931	0.171294	0.171456	0.173557	0.17482	0.1807	0.183429
kni_83_ru_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0
kni_83_ru	0.16186	0.156694	0.150935	0.143298	0.136742	0.133571	0.132244	0.129866	0.132565	0.13043	0.131411	0.133667	0.13485	0.139347	0.14516	0.155657	0.157072	0.176556	0.180684	0.18924	0.195107	0.214072	0.230403	0.235793	0.262403	0.272233	0.298103	0.340357	0.349708	0.354231	0.355395	0.378472	0.398167	0.419237	0.417817	0.44179	0.443389	0.445904	0.464844	0.468036	0.475448	0.480087	0.484973	0.486257	0.489454	0.479488	0.500391	0.508449	0.514266	0.524394	0.511647	0.505813	0.517193	0.511875	0.525582	0.520673	0.523618	0.521829	0.540249	0.54619
knrl_(+8)_GT	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
knrl_(+8)	0.581054	0.558362	0.538579	0.510802	0.488285	0.473037	0.463756	0.451352	0.449183	0.436525	0.433374	0.429813	0.426703	0.429389	0.433726	0.446056	0.443251	0.470595	0.472378	0.480651	0.486157	0.51058	0.530501	0.536979	0.571729	0.583192	0.61492	0.667047	0.673174	0.671465	0.66652	0.688963	0.708607	0.729855	0.723704	0.750466	0.749831	0.749896	0.77121	0.771787	0.777048	0.778277	0.780287	0.778647	0.779677	0.765108	0.78999	0.799325	0.806249	0.818954	0.802421	0.79505	0.809527	0.804167	0.826404	0.826185	0.838166	0.845256	0.880453	0.89651
Kr_AD2_ru_GT	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kr_AD2_ru	0.054718	0.0540451	0.0533682	0.0524476	0.0516684	0.0512526	0.0510598	0.0507562	0.051011	0.0507625	0.0508678	0.0511217	0.0512706	0.0517714	0.0524212	0.053532	0.0537612	0.0556739	0.0561701	0.0571032	0.0577846	0.0596585	0.0613382	0.0620584	0.0646923	0.0659509	0.0685578	0.0723804	0.0733133	0.073801	0.0739635	0.0758788	0.0775091	0.079367	0.0793641	0.0814786	0.0817923	0.0820573	0.0837727	0.0842466	0.0848522	0.0852281	0.0855781	0.0857465	0.0859433	0.0851243	0.0869947	0.0878153	0.0884528	0.0894076	0.0884448	0.0880084	0.0890487	0.088813	0.0903613	0.0902845	0.0910005	0.0913318	0.0934917	0.0943414
Kr_CD1_ru_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kr_CD1_ru	0.422729	0.405011	0.389801	0.367673	0.349469	0.335946	0.327062	0.315377	0.310547	0.297611	0.292715	0.285758	0.280284	0.278507	0.277193	0.281242	0.274921	0.289541	0.286045	0.285991	0.285043	0.295024	0.300922	0.300508	0.314616	0.314668	0.325571	0.348585	0.34676	0.339452	0.331284	0.337412	0.343024	0.347281	0.338616	0.346663	0.341011	0.337292	0.342896	0.336338	0.334996	0.330967	0.328455	0.322963	0.321319	0.311864	0.319722	0.320479	0.320494	0.324394	0.314275	0.3099	0.315193	0.310259	0.318306	0.318044	0.3229	0.325661	0.340372	0.347133
Kr_CD2_ru_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kr_CD2_ru	0.26052	0.248097	0.237339	0.221887	0.209228	0.200111	0.194256	0.186536	0.183854	0.175506	0.172643	0.168725	0.165594	0.16518	0.165296	0.169361	0.165916	0.177623	0.176277	0.177734	0.178294	0.187391	0.1939	0.19518	0.209025	0.21224	0.225014	0.248107	0.250146	0.247681	0.243732	0.252468	0.260149	0.267531	0.262559	0.272782	0.270229	0.268808	0.276536	0.273848	0.27474	0.273383	0.272852	0.270042	0.269609	0.261879	0.271439	0.274061	0.275771	0.280629	0.272107	0.268375	0.274277	0.270584	0.278812	0.277531	0.281061	0.282069	0.294674	0.299393
nub_(-2)_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	0.89	0.67	0.33	0.11	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0	0
nub_(-2)	0.157718	0.153559	0.148846	0.142608	0.137215	0.134716	0.133754	0.131937	0.134549	0.13309	0.134241	0.136713	0.138162	0.142589	0.148368	0.158406	0.160542	0.178809	0.18375	0.193153	0.200143	0.22021	0.238779	0.246553	0.276828	0.290528	0.321201	0.369311	0.37969	0.38442	0.385241	0.410334	0.43218	0.457344	0.45644	0.485964	0.489845	0.493333	0.517834	0.524262	0.533046	0.53849	0.54359	0.545742	0.548571	0.536343	0.563372	0.574985	0.583924	0.597662	0.583149	0.576554	0.591645	0.587893	0.610622	0.609903	0.62104	0.626944	0.65992	0.673969
oc_(+7)_GT	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oc_(+7)	0.282059	0.269362	0.259579	0.24478	0.23287	0.222704	0.215457	0.20642	0.2	0.189821	0.184787	0.177166	0.171665	0.167369	0.162907	0.160563	0.154709	0.156772	0.152084	0.148201	0.144893	0.144406	0.142267	0.139779	0.140135	0.13695	0.136292	0.138972	0.136181	0.131615	0.127344	0.126191	0.125443	0.123631	0.119713	0.119285	0.116212	0.114143	0.113545	0.10998	0.108467	0.106234	0.104684	0.102211	0.101269	0.098706	0.0990956	0.0982195	0.0973314	0.0975125	0.0949578	0.0938777	0.0944968	0.0929096	0.0938012	0.0936769	0.0943844	0.0947732	0.097127	0.0982443
oc_otd_early_GT	1	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
oc_otd_early	0.260956	0.247011	0.236395	0.220586	0.208069	0.197567	0.1902	0.181144	0.174879	0.16499	0.160216	0.153144	0.148111	0.144367	0.140561	0.138848	0.133776	0.136274	0.132389	0.1294	0.126822	0.127091	0.125891	0.12393	0.125054	0.122636	0.122839	0.126197	0.123991	0.120379	0.11701	0.116864	0.116959	0.116446	0.113582	0.114301	0.112306	0.111002	0.111497	0.109331	0.108631	0.107336	0.106484	0.104899	0.104368	0.102204	0.103442	0.103278	0.103012	0.103635	0.101407	0.100452	0.101415	0.100256	0.101807	0.101875	0.103	0.103791	0.107001	0.108647
odd_(-3)_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	0.89	0.67
odd_(-3)	0.140211	0.136504	0.132914	0.127958	0.123795	0.121338	0.120015	0.118052	0.11866	0.116769	0.116786	0.117171	0.117267	0.118949	0.121228	0.125722	0.125994	0.134599	0.136163	0.139736	0.142234	0.150551	0.15777	0.160346	0.17228	0.176935	0.1886	0.207343	0.210849	0.211977	0.211677	0.221066	0.229252	0.238493	0.237512	0.248507	0.249302	0.250098	0.258919	0.260279	0.262958	0.264205	0.265519	0.26555	0.266281	0.261114	0.271187	0.27535	0.278609	0.284022	0.278094	0.275528	0.281498	0.279729	0.288458	0.288046	0.292299	0.294471	0.307633	0.313293
odd_(-5)_GT	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	0.89	0.67	0.33	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	0.89	0.67
odd_(-5)	0.315815	0.30318	0.293327	0.278858	0.267352	0.258129	0.251828	0.243974	0.2393	0.230831	0.227099	0.221701	0.217788	0.215475	0.213316	0.213579	0.209696	0.214634	0.212106	0.210925	0.209702	0.212506	0.213694	0.212887	0.217137	0.216451	0.219649	0.226983	0.226059	0.22339	0.220558	0.222615	0.224548	0.226167	0.223644	0.226692	0.225327	0.224627	0.227186	0.226063	0.226481	0.226148	0.226094	0.225063	0.224978	0.222172	0.225497	0.226306	0.22679	0.228434	0.225289	0.223894	0.22595	0.224586	0.227665	0.22752	0.22923	0.230215	0.235469	0.237904
pdm2_(+1)_GT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0.33	0.67	0.89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.89	0.67	0.33	0.11	0
